genome.genome_id	genome.genome_name	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence
573.21662	Klebsiella pneumoniae strain EuSCAPE_IL057	Susceptible	AMR Panel
573.21663	Klebsiella pneumoniae strain EuSCAPE_IL056	Susceptible	AMR Panel
573.21664	Klebsiella pneumoniae strain EuSCAPE_IL054	Susceptible::Resistant	Computational Prediction
573.21665	Klebsiella pneumoniae strain EuSCAPE_IL026	Susceptible::Resistant	Computational Prediction
573.21666	Klebsiella pneumoniae strain EuSCAPE_IL055	Susceptible::Resistant	Computational Prediction
573.21667	Klebsiella pneumoniae strain EuSCAPE_IL060	Resistant	AMR Panel
573.21668	Klebsiella pneumoniae strain EuSCAPE_IL059	Susceptible	AMR Panel
573.21669	Klebsiella pneumoniae strain EuSCAPE_IL058	Susceptible	AMR Panel
573.21670	Klebsiella pneumoniae strain EuSCAPE_IL061	Susceptible::Resistant	Computational Prediction
573.21671	Klebsiella pneumoniae strain EuSCAPE_IL063	Resistant	AMR Panel
573.21672	Klebsiella pneumoniae strain EuSCAPE_IL062	Susceptible	AMR Panel
573.21673	Klebsiella pneumoniae strain EuSCAPE_IL065	Susceptible	Computational Prediction
573.21674	Klebsiella pneumoniae strain EuSCAPE_IL066	Susceptible::Resistant	Computational Prediction
573.21675	Klebsiella pneumoniae strain EuSCAPE_IL067	Susceptible::Resistant	Computational Prediction
573.21676	Klebsiella pneumoniae strain EuSCAPE_IL068	Susceptible::Resistant	Computational Prediction
573.21677	Klebsiella pneumoniae strain EuSCAPE_IL073	Susceptible	AMR Panel
573.21678	Klebsiella pneumoniae strain EuSCAPE_IL072	Susceptible	AMR Panel
573.21679	Klebsiella pneumoniae strain EuSCAPE_IL070	Susceptible	AMR Panel
573.21680	Klebsiella pneumoniae strain EuSCAPE_IL076	Susceptible	AMR Panel
573.21681	Klebsiella pneumoniae strain EuSCAPE_IL075	Susceptible	AMR Panel
573.21682	Klebsiella pneumoniae strain EuSCAPE_IL077	Susceptible	AMR Panel
573.21683	Klebsiella pneumoniae strain EuSCAPE_IL028	Susceptible::Resistant	Computational Prediction
573.21684	Klebsiella pneumoniae strain EuSCAPE_IL078	Susceptible	AMR Panel
573.21685	Klebsiella pneumoniae strain EuSCAPE_IL081	Susceptible	AMR Panel
573.21686	Klebsiella pneumoniae strain EuSCAPE_IL079	Susceptible	AMR Panel
573.21687	Klebsiella pneumoniae strain EuSCAPE_IL082	Susceptible::Resistant	Computational Prediction
573.21688	Klebsiella pneumoniae strain EuSCAPE_IL080	Susceptible	AMR Panel
573.21689	Klebsiella pneumoniae strain EuSCAPE_IL083	Susceptible	AMR Panel
573.21690	Klebsiella pneumoniae strain EuSCAPE_IL085	Susceptible::Resistant	Computational Prediction
573.21691	Klebsiella pneumoniae strain EuSCAPE_IL084	Resistant	AMR Panel
573.21692	Klebsiella pneumoniae strain EuSCAPE_IL029	Susceptible	AMR Panel
573.21693	Klebsiella pneumoniae strain EuSCAPE_ME004	Susceptible::Resistant	Computational Prediction
573.21694	Klebsiella pneumoniae strain EuSCAPE_ME001	Susceptible::Resistant	Computational Prediction
573.21695	Klebsiella pneumoniae strain EuSCAPE_ME003	Susceptible::Resistant	Computational Prediction
573.21696	Klebsiella pneumoniae strain EuSCAPE_ME005	Susceptible::Resistant	Computational Prediction
573.21697	Klebsiella pneumoniae strain EuSCAPE_IL086	Susceptible	AMR Panel
573.21698	Klebsiella pneumoniae strain EuSCAPE_ME008	Susceptible::Resistant	Computational Prediction
573.21699	Klebsiella pneumoniae strain EuSCAPE_ME009	Susceptible::Resistant	Computational Prediction
573.21700	Klebsiella pneumoniae strain EuSCAPE_ME007	Susceptible::Resistant	Computational Prediction
573.21701	Klebsiella pneumoniae strain EuSCAPE_ME012	Susceptible::Resistant	Computational Prediction
573.21702	Klebsiella pneumoniae strain EuSCAPE_ME011	Susceptible::Resistant	Computational Prediction
573.21703	Klebsiella pneumoniae strain EuSCAPE_ME006	Susceptible::Resistant	Computational Prediction
573.21704	Klebsiella pneumoniae strain EuSCAPE_ME010	Susceptible::Resistant	Computational Prediction
573.21705	Klebsiella pneumoniae strain EuSCAPE_ME016	Susceptible::Resistant	Computational Prediction
573.21706	Klebsiella pneumoniae strain EuSCAPE_ME014	Susceptible::Resistant	Computational Prediction
573.21707	Klebsiella pneumoniae strain EuSCAPE_ME017	Susceptible::Resistant	Computational Prediction
573.21708	Klebsiella pneumoniae strain EuSCAPE_ME013	Susceptible::Resistant	Computational Prediction
573.21709	Klebsiella pneumoniae strain EuSCAPE_IT001	Susceptible	AMR Panel
573.21710	Klebsiella pneumoniae strain EuSCAPE_ME015	Susceptible::Resistant	Computational Prediction
573.21711	Klebsiella pneumoniae strain EuSCAPE_IT002	Susceptible	AMR Panel
573.21712	Klebsiella pneumoniae strain EuSCAPE_ME019	Susceptible::Resistant	Computational Prediction
573.21713	Klebsiella pneumoniae strain EuSCAPE_ME018	Susceptible::Resistant	Computational Prediction
573.21714	Klebsiella pneumoniae strain EuSCAPE_ME020	Susceptible::Resistant	Computational Prediction
573.21715	Klebsiella pneumoniae strain EuSCAPE_IT005	Resistant	AMR Panel
573.21716	Klebsiella pneumoniae strain EuSCAPE_IT004	Susceptible	AMR Panel
573.21717	Klebsiella pneumoniae strain EuSCAPE_IT007	Susceptible	AMR Panel
573.21718	Klebsiella pneumoniae strain EuSCAPE_IL033	Susceptible	AMR Panel
573.21719	Klebsiella pneumoniae strain EuSCAPE_IT011	Susceptible	AMR Panel
573.21720	Klebsiella pneumoniae strain EuSCAPE_IT009	Resistant	AMR Panel
573.21721	Klebsiella pneumoniae strain EuSCAPE_IT010	Susceptible	AMR Panel
573.21722	Klebsiella pneumoniae strain EuSCAPE_IT014	Resistant	AMR Panel
573.21723	Klebsiella pneumoniae strain EuSCAPE_IT013	Susceptible	AMR Panel
573.21724	Klebsiella pneumoniae strain EuSCAPE_IT017	Resistant	AMR Panel
573.21725	Klebsiella pneumoniae strain EuSCAPE_IT015	Susceptible	AMR Panel
573.21726	Klebsiella pneumoniae strain EuSCAPE_IT018	Susceptible	AMR Panel
573.21727	Klebsiella pneumoniae strain EuSCAPE_IT016	Susceptible	AMR Panel
573.21728	Klebsiella pneumoniae strain EuSCAPE_IT019	Susceptible	AMR Panel
573.21729	Klebsiella pneumoniae strain EuSCAPE_IT020	Resistant	AMR Panel
573.21730	Klebsiella pneumoniae strain EuSCAPE_IT101	Susceptible::Resistant	Computational Prediction
573.21731	Klebsiella pneumoniae strain EuSCAPE_IT089	Susceptible::Resistant	Computational Prediction
573.21732	Klebsiella pneumoniae strain EuSCAPE_IT006	Susceptible	AMR Panel
573.21733	Klebsiella pneumoniae strain EuSCAPE_IT196	Susceptible	AMR Panel
573.21734	Klebsiella pneumoniae strain EuSCAPE_IT197	Susceptible	Computational Prediction
573.21735	Klebsiella pneumoniae strain EuSCAPE_IT198	Susceptible	AMR Panel
573.21736	Klebsiella pneumoniae strain EuSCAPE_IT201	Susceptible	AMR Panel
573.21737	Klebsiella pneumoniae strain EuSCAPE_IT202	Susceptible	AMR Panel
573.21738	Klebsiella pneumoniae strain EuSCAPE_IT102	Susceptible	AMR Panel
573.21739	Klebsiella pneumoniae strain EuSCAPE_IT205	Resistant	AMR Panel
573.21740	Klebsiella pneumoniae strain EuSCAPE_IT200	Susceptible	AMR Panel
573.21741	Klebsiella pneumoniae strain EuSCAPE_IT199	Resistant	AMR Panel
573.21742	Klebsiella pneumoniae strain EuSCAPE_IT207	Susceptible	AMR Panel
573.21743	Klebsiella pneumoniae strain EuSCAPE_IT206	Susceptible	AMR Panel
573.21744	Klebsiella pneumoniae strain EuSCAPE_IT211	Susceptible::Resistant	Computational Prediction
573.21745	Klebsiella pneumoniae strain EuSCAPE_IT208	Susceptible	AMR Panel
573.21746	Klebsiella pneumoniae strain EuSCAPE_IT210	Susceptible	AMR Panel
573.21747	Klebsiella pneumoniae strain EuSCAPE_IT214	Resistant	AMR Panel
573.21748	Klebsiella pneumoniae strain EuSCAPE_IT215	Susceptible::Resistant	Computational Prediction
573.21749	Klebsiella pneumoniae strain EuSCAPE_IT213	Susceptible::Resistant	Computational Prediction
573.21750	Klebsiella pneumoniae strain EuSCAPE_IT103	Susceptible	Computational Prediction
573.21751	Klebsiella pneumoniae strain EuSCAPE_IT221	Susceptible	AMR Panel
573.21752	Klebsiella pneumoniae strain EuSCAPE_IT217	Susceptible	AMR Panel
573.21753	Klebsiella pneumoniae strain EuSCAPE_IT219	Susceptible	Computational Prediction
573.21754	Klebsiella pneumoniae strain EuSCAPE_IT222	Susceptible	AMR Panel
573.21755	Klebsiella pneumoniae strain EuSCAPE_IT224	Susceptible	AMR Panel
573.21756	Klebsiella pneumoniae strain EuSCAPE_IT104	Susceptible	AMR Panel
573.21757	Klebsiella pneumoniae strain EuSCAPE_IT216	Susceptible	AMR Panel
573.21758	Klebsiella pneumoniae strain EuSCAPE_IT226	Resistant	AMR Panel
573.21759	Klebsiella pneumoniae strain EuSCAPE_IT225	Susceptible	AMR Panel
573.21760	Klebsiella pneumoniae strain EuSCAPE_IT228	Resistant	AMR Panel
573.21761	Klebsiella pneumoniae strain EuSCAPE_IT233	Susceptible	AMR Panel
573.21762	Klebsiella pneumoniae strain EuSCAPE_IT240	Susceptible	AMR Panel
573.21763	Klebsiella pneumoniae strain EuSCAPE_IT239	Susceptible::Resistant	Computational Prediction
573.21764	Klebsiella pneumoniae strain EuSCAPE_IT238	Susceptible	AMR Panel
573.21765	Klebsiella pneumoniae strain EuSCAPE_IT234	Resistant	AMR Panel
573.21766	Klebsiella pneumoniae strain EuSCAPE_IT236	Resistant	AMR Panel
573.21767	Klebsiella pneumoniae strain EuSCAPE_IT237	Susceptible::Resistant	Computational Prediction
573.21768	Klebsiella pneumoniae strain EuSCAPE_IT244	Susceptible	AMR Panel
573.21769	Klebsiella pneumoniae strain EuSCAPE_IT242	Susceptible	AMR Panel
573.21770	Klebsiella pneumoniae strain EuSCAPE_IT245	Susceptible	AMR Panel
573.21771	Klebsiella pneumoniae strain EuSCAPE_IT248	Resistant	AMR Panel
573.21772	Klebsiella pneumoniae strain EuSCAPE_IT249	Susceptible	AMR Panel
573.21773	Klebsiella pneumoniae strain EuSCAPE_IT247	Susceptible	AMR Panel
573.21774	Klebsiella pneumoniae strain EuSCAPE_IT106	Resistant	AMR Panel
573.21775	Klebsiella pneumoniae strain EuSCAPE_IT246	Susceptible	AMR Panel
573.21776	Klebsiella pneumoniae strain EuSCAPE_IT254	Susceptible	AMR Panel
573.21777	Klebsiella pneumoniae strain EuSCAPE_IT255	Susceptible	AMR Panel
573.21778	Klebsiella pneumoniae strain EuSCAPE_IT256	Susceptible	AMR Panel
573.21779	Klebsiella pneumoniae strain EuSCAPE_IT252	Resistant	AMR Panel
573.21780	Klebsiella pneumoniae strain EuSCAPE_IT250	Resistant	AMR Panel
573.21781	Klebsiella pneumoniae strain EuSCAPE_IT223	Susceptible	AMR Panel
573.21782	Klebsiella pneumoniae strain EuSCAPE_IT258	Resistant	AMR Panel
573.21783	Klebsiella pneumoniae strain EuSCAPE_IT107	Susceptible::Resistant	Computational Prediction
573.21784	Klebsiella pneumoniae strain EuSCAPE_IT259	Susceptible	AMR Panel
573.21785	Klebsiella pneumoniae strain EuSCAPE_IT108	Susceptible	AMR Panel
573.21786	Klebsiella pneumoniae strain EuSCAPE_IT090	Susceptible	AMR Panel
573.21787	Klebsiella pneumoniae strain EuSCAPE_IT110	Susceptible	AMR Panel
573.21788	Klebsiella pneumoniae strain EuSCAPE_IT116	Resistant	AMR Panel
573.21789	Klebsiella pneumoniae strain EuSCAPE_IT113	Susceptible	AMR Panel
573.21790	Klebsiella pneumoniae strain EuSCAPE_IT114	Resistant	AMR Panel
573.21791	Klebsiella pneumoniae strain EuSCAPE_IT112	Resistant	AMR Panel
573.21792	Klebsiella pneumoniae strain EuSCAPE_IT121	Susceptible	AMR Panel
573.21793	Klebsiella pneumoniae strain EuSCAPE_IT117	Susceptible::Resistant	Computational Prediction
573.21794	Klebsiella pneumoniae strain EuSCAPE_IT120	Susceptible	AMR Panel
573.21795	Klebsiella pneumoniae strain EuSCAPE_IT119	Susceptible	AMR Panel
573.21796	Klebsiella pneumoniae strain EuSCAPE_IT118	Susceptible	AMR Panel
573.21797	Klebsiella pneumoniae strain EuSCAPE_IT122	Susceptible	AMR Panel
573.21798	Klebsiella pneumoniae strain EuSCAPE_IT124	Susceptible	AMR Panel
573.21799	Klebsiella pneumoniae strain EuSCAPE_IT126	Susceptible	AMR Panel
573.21800	Klebsiella pneumoniae strain EuSCAPE_IT130	Susceptible	AMR Panel
573.21801	Klebsiella pneumoniae strain EuSCAPE_IT129	Susceptible	Computational Prediction
573.21802	Klebsiella pneumoniae strain EuSCAPE_IT127	Susceptible::Resistant	Computational Prediction
573.21803	Klebsiella pneumoniae strain EuSCAPE_IT092	Susceptible	AMR Panel
573.21804	Klebsiella pneumoniae strain EuSCAPE_IT132	Resistant	AMR Panel
573.21805	Klebsiella pneumoniae strain EuSCAPE_IT131	Susceptible	Computational Prediction
573.21806	Klebsiella pneumoniae strain EuSCAPE_IT136	Susceptible	AMR Panel
573.21807	Klebsiella pneumoniae strain EuSCAPE_IT134	Susceptible	AMR Panel
573.21808	Klebsiella pneumoniae strain EuSCAPE_IT135	Susceptible	AMR Panel
573.21809	Klebsiella pneumoniae strain EuSCAPE_IT133	Susceptible	AMR Panel
573.21810	Klebsiella pneumoniae strain EuSCAPE_IT128	Susceptible	AMR Panel
573.21811	Klebsiella pneumoniae strain EuSCAPE_IT138	Susceptible	AMR Panel
573.21812	Klebsiella pneumoniae strain EuSCAPE_IT140	Resistant	AMR Panel
573.21813	Klebsiella pneumoniae strain EuSCAPE_IT144	Susceptible	AMR Panel
573.21814	Klebsiella pneumoniae strain EuSCAPE_IT142	Susceptible	AMR Panel
573.21815	Klebsiella pneumoniae strain EuSCAPE_IT139	Susceptible	AMR Panel
573.21816	Klebsiella pneumoniae strain EuSCAPE_IT093	Susceptible::Resistant	Computational Prediction
573.21817	Klebsiella pneumoniae strain EuSCAPE_IT141	Susceptible	AMR Panel
573.21818	Klebsiella pneumoniae strain EuSCAPE_IT143	Susceptible	AMR Panel
573.21819	Klebsiella pneumoniae strain EuSCAPE_IT148	Susceptible	AMR Panel
573.21820	Klebsiella pneumoniae strain EuSCAPE_IT147	Susceptible	AMR Panel
573.21821	Klebsiella pneumoniae strain EuSCAPE_IT145	Susceptible	AMR Panel
573.21822	Klebsiella pneumoniae strain EuSCAPE_IT149	Susceptible	AMR Panel
573.21823	Klebsiella pneumoniae strain EuSCAPE_IT161	Susceptible	AMR Panel
573.21824	Klebsiella pneumoniae strain EuSCAPE_IT162	Resistant	AMR Panel
573.21825	Klebsiella pneumoniae strain EuSCAPE_IT155	Susceptible	AMR Panel
573.21826	Klebsiella pneumoniae strain EuSCAPE_IT160	Resistant	AMR Panel
573.21827	Klebsiella pneumoniae strain EuSCAPE_IT153	Susceptible	AMR Panel
573.21828	Klebsiella pneumoniae strain EuSCAPE_IT151	Susceptible	AMR Panel
573.21829	Klebsiella pneumoniae strain EuSCAPE_IT152	Susceptible	AMR Panel
573.21830	Klebsiella pneumoniae strain EuSCAPE_IT163	Susceptible	AMR Panel
573.21831	Klebsiella pneumoniae strain EuSCAPE_IT168	Resistant	AMR Panel
573.21832	Klebsiella pneumoniae strain EuSCAPE_IT165	Susceptible	AMR Panel
573.21833	Klebsiella pneumoniae strain EuSCAPE_IT166	Resistant	AMR Panel
573.21834	Klebsiella pneumoniae strain EuSCAPE_IT169	Susceptible	AMR Panel
573.21835	Klebsiella pneumoniae strain EuSCAPE_IT175	Susceptible::Resistant	Computational Prediction
573.21836	Klebsiella pneumoniae strain EuSCAPE_IT174	Susceptible	AMR Panel
573.21837	Klebsiella pneumoniae strain EuSCAPE_IT172	Resistant	AMR Panel
573.21838	Klebsiella pneumoniae strain EuSCAPE_IT099	Susceptible::Resistant	Computational Prediction
573.21839	Klebsiella pneumoniae strain EuSCAPE_IT177	Susceptible::Resistant	Computational Prediction
573.21840	Klebsiella pneumoniae strain EuSCAPE_IT184	Susceptible	AMR Panel
573.21841	Klebsiella pneumoniae strain EuSCAPE_IT180	Susceptible	AMR Panel
573.21842	Klebsiella pneumoniae strain EuSCAPE_IT178	Susceptible	AMR Panel
573.21843	Klebsiella pneumoniae strain EuSCAPE_IT182	Susceptible	AMR Panel
573.21844	Klebsiella pneumoniae strain EuSCAPE_IT185	Susceptible::Resistant	Computational Prediction
573.21845	Klebsiella pneumoniae strain EuSCAPE_IT100	Resistant	AMR Panel
573.21846	Klebsiella pneumoniae strain EuSCAPE_IT167	Susceptible	AMR Panel
573.21847	Klebsiella pneumoniae strain EuSCAPE_IT190	Susceptible	AMR Panel
573.21848	Klebsiella pneumoniae strain EuSCAPE_IT193	Susceptible::Resistant	Computational Prediction
573.21849	Klebsiella pneumoniae strain EuSCAPE_IT194	Resistant	AMR Panel
573.21850	Klebsiella pneumoniae strain EuSCAPE_IT188	Susceptible	AMR Panel
573.21851	Klebsiella pneumoniae strain EuSCAPE_IT370	Susceptible	AMR Panel
573.21852	Klebsiella pneumoniae strain EuSCAPE_IT260	Susceptible	AMR Panel
573.21853	Klebsiella pneumoniae strain EuSCAPE_IT274	Susceptible	AMR Panel
573.21854	Klebsiella pneumoniae strain EuSCAPE_IT369	Susceptible	AMR Panel
573.21855	Klebsiella pneumoniae strain EuSCAPE_IT373	Susceptible	AMR Panel
573.21856	Klebsiella pneumoniae strain EuSCAPE_IT375	Susceptible	AMR Panel
573.21857	Klebsiella pneumoniae strain EuSCAPE_IT377	Susceptible	AMR Panel
573.21858	Klebsiella pneumoniae strain EuSCAPE_IT275	Susceptible::Resistant	Computational Prediction
573.21859	Klebsiella pneumoniae strain EuSCAPE_IT380	Resistant	AMR Panel
573.21860	Klebsiella pneumoniae strain EuSCAPE_IT383	Susceptible	AMR Panel
573.21861	Klebsiella pneumoniae strain EuSCAPE_IT379	Susceptible	AMR Panel
573.21862	Klebsiella pneumoniae strain EuSCAPE_IT382	Resistant	AMR Panel
573.21863	Klebsiella pneumoniae strain EuSCAPE_IT385	Susceptible	AMR Panel
573.21864	Klebsiella pneumoniae strain EuSCAPE_IT384	Resistant	AMR Panel
573.21865	Klebsiella pneumoniae strain EuSCAPE_IT387	Susceptible::Resistant	Computational Prediction
573.21866	Klebsiella pneumoniae strain EuSCAPE_IT386	Resistant	AMR Panel
573.21867	Klebsiella pneumoniae strain EuSCAPE_IT394	Resistant	AMR Panel
573.21868	Klebsiella pneumoniae strain EuSCAPE_IT391	Susceptible	AMR Panel
573.21869	Klebsiella pneumoniae strain EuSCAPE_IT388	Resistant	AMR Panel
573.21870	Klebsiella pneumoniae strain EuSCAPE_IT397	Susceptible	AMR Panel
573.21871	Klebsiella pneumoniae strain EuSCAPE_IT395	Susceptible	AMR Panel
573.21872	Klebsiella pneumoniae strain EuSCAPE_IT396	Susceptible	AMR Panel
573.21873	Klebsiella pneumoniae strain EuSCAPE_IT399	Susceptible	AMR Panel
573.21874	Klebsiella pneumoniae strain EuSCAPE_IT403	Susceptible	AMR Panel
573.21875	Klebsiella pneumoniae strain EuSCAPE_IT404	Susceptible	AMR Panel
573.21876	Klebsiella pneumoniae strain EuSCAPE_IT400	Susceptible	AMR Panel
573.21877	Klebsiella pneumoniae strain EuSCAPE_LV002	Resistant::Susceptible	Computational Prediction
573.21878	Klebsiella pneumoniae strain EuSCAPE_IT405	Susceptible	AMR Panel
573.21879	Klebsiella pneumoniae strain EuSCAPE_LV006	Susceptible::Resistant	Computational Prediction
573.21880	Klebsiella pneumoniae strain EuSCAPE_IT282	Susceptible	AMR Panel
573.21881	Klebsiella pneumoniae strain EuSCAPE_IT278	Susceptible	AMR Panel
573.21882	Klebsiella pneumoniae strain EuSCAPE_IT284	Susceptible	AMR Panel
573.21883	Klebsiella pneumoniae strain EuSCAPE_IT261	Susceptible	AMR Panel
573.21884	Klebsiella pneumoniae strain EuSCAPE_IT288	Resistant	AMR Panel
573.21885	Klebsiella pneumoniae strain EuSCAPE_IT286	Susceptible	AMR Panel
573.21886	Klebsiella pneumoniae strain EuSCAPE_IT291	Susceptible	AMR Panel
573.21887	Klebsiella pneumoniae strain EuSCAPE_IT262	Resistant	AMR Panel
573.21888	Klebsiella pneumoniae strain EuSCAPE_IT292	Susceptible	AMR Panel
573.21889	Klebsiella pneumoniae strain EuSCAPE_IT290	Susceptible	AMR Panel
573.21890	Klebsiella pneumoniae strain EuSCAPE_IT294	Susceptible	AMR Panel
573.21891	Klebsiella pneumoniae strain EuSCAPE_IT300	Susceptible	AMR Panel
573.21892	Klebsiella pneumoniae strain EuSCAPE_IT307	Susceptible	AMR Panel
573.21893	Klebsiella pneumoniae strain EuSCAPE_IT312	Susceptible	AMR Panel
573.21894	Klebsiella pneumoniae strain EuSCAPE_IT308	Susceptible	AMR Panel
573.21895	Klebsiella pneumoniae strain EuSCAPE_IT313	Susceptible	AMR Panel
573.21896	Klebsiella pneumoniae strain EuSCAPE_IT299	Susceptible::Resistant	Computational Prediction
573.21897	Klebsiella pneumoniae strain EuSCAPE_IT315	Susceptible	AMR Panel
573.21898	Klebsiella pneumoniae strain EuSCAPE_IT318	Susceptible	AMR Panel
573.21899	Klebsiella pneumoniae strain EuSCAPE_IT321	Susceptible	AMR Panel
573.21900	Klebsiella pneumoniae strain EuSCAPE_IT264	Resistant	AMR Panel
573.21901	Klebsiella pneumoniae strain EuSCAPE_IT323	Susceptible	AMR Panel
573.21902	Klebsiella pneumoniae strain EuSCAPE_IT322	Susceptible	AMR Panel
573.21903	Klebsiella pneumoniae strain EuSCAPE_IT316	Resistant	AMR Panel
573.21904	Klebsiella pneumoniae strain EuSCAPE_IT324	Susceptible	AMR Panel
573.21905	Klebsiella pneumoniae strain EuSCAPE_IT326	Susceptible	AMR Panel
573.21906	Klebsiella pneumoniae strain EuSCAPE_IT329	Susceptible	AMR Panel
573.21907	Klebsiella pneumoniae strain EuSCAPE_IT328	Resistant	AMR Panel
573.21908	Klebsiella pneumoniae strain EuSCAPE_IT266	Resistant	AMR Panel
